Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V
,72,185,185,,
,50,186,186,,
,62,187,187,,
,59,188,188,,
,42,189,189,,
,57,190,190,,
,53,191,191,,
,55,192,192,,
,51,193,193,,
,46,194,194,,
,58,195,195,,
,56,196,196,,
,43,197,197,,
,51,198,198,,
,45,199,199,,
,47,200,200,,
,55,201,201,,
,43,202,202,,
,34,203,203,,
,52,204,204,,
,42,205,205,,
,60,206,206,,
,53,207,207,,
,56,208,208,,
,48,209,209,,
,46,210,210,,
,47,211,211,,
,61,212,212,,
,45,213,213,,
,55,214,214,,
,49,215,215,,
,55,216,216,,
,67,217,217,,
,60,218,218,,
,60,219,219,,
,71,220,220,,
,66,221,221,,
,77,222,222,,
,50,223,223,,
,68,224,224,,
,81,225,225,,
,64,226,226,,
,66,227,227,,
,74,228,228,,
,77,229,229,,
,85,230,230,,
,79,231,231,,
,80,232,232,,
,102,233,233,,
,93,234,234,,
,87,235,235,,
,81,236,236,,
,82,237,237,,
,83,238,238,,
,90,239,239,,
,87,240,240,,
,95,241,241,,
,90,242,242,,
,78,243,243,,
,96,244,244,,
,82,245,245,,
,84,246,246,,
,97,247,247,,
,96,248,248,,
,75,249,249,,
,73,250,250,,
,66,251,251,,
,51,252,252,,
,79,253,253,,
,52,254,254,,
,53,255,255,,
,50,256,256,,
,53,257,257,,
,44,258,258,,
,48,259,259,,
,55,260,260,,
,58,261,261,,
,56,262,262,,
,50,263,263,,
,54,264,264,,
,49,265,265,,
,51,266,266,,
,55,267,267,,
,61,268,268,,
,49,269,269,,
,56,270,270,,
,63,271,271,,
,58,272,272,,
,57,273,273,,
,62,274,274,,
,58,275,275,,
,68,276,276,,
,60,277,277,,
,81,278,278,,
,61,279,279,,
,80,280,280,,
,78,281,281,,
,65,282,282,,
,66,283,283,,
,66,284,284,,
,77,285,285,,
,45,286,286,,
,66,287,287,,
,48,288,288,,
,58,289,289,,
,69,290,290,,
,44,291,291,,
,49,292,292,,
,48,293,293,,
,31,294,294,,
,18,295,295,,
,27,296,296,,
,28,297,297,,
,26,298,298,,
,20,299,299,,
,16,300,300,,
,16,301,301,,
,14,302,302,,
,7,303,303,,
,9,304,304,,
,15,305,305,,
,4,306,306,,
,3,307,307,,
,8,308,308,,
,4,309,309,,
,5,310,310,,
,3,311,311,,
,1,312,312,,
,4,313,313,,
,2,314,314,,
,1,315,315,,
,2,316,316,,
,1,317,317,,
,1,318,318,,
,6,319,319,,
,1,320,320,,
,2,321,321,,
,7,322,322,,
,4,323,323,,
,8,324,324,,
,3,325,325,,
,1,326,326,,
,5,327,327,,
,7,328,328,,
,2,329,329,,
,0,330,330,,
,2,331,331,,
,4,332,332,,
,4,333,333,,
,1,334,334,,
,2,335,335,,
,4,336,336,,
,1,337,337,,
,1,338,338,,
,2,339,339,,
,4,340,340,,
,1,341,341,,
,2,342,342,,
,3,343,343,,
,4,344,344,,
,2,345,345,,
,1,346,346,,
,2,347,347,,
,1,348,348,,
,1,349,349,,
,6,350,350,,
,4,351,351,,
,1,352,352,,
,5,353,353,,
,2,354,354,,
,1,355,355,,
,3,356,356,,
,3,357,357,,
,8,358,358,,
,2,359,359,,
,5,360,360,,
,4,361,361,,
,2,362,362,,
,3,363,363,,
,4,364,364,,
,7,365,365,,
,2,366,366,,
,3,367,367,,
,2,368,368,,
,3,369,369,,
,1,370,370,,
,4,371,371,,
,4,372,372,,
,0,373,373,,
,4,374,374,,
,1,375,375,,
,2,376,376,,
,1,377,377,,
,0,378,378,,
,1,379,379,,
,1,380,380,,
,1,381,381,,
,5,382,382,,
,4,383,383,,
,3,384,384,,
,4,385,385,,
,1,386,386,,
,1,387,387,,
,6,388,388,,
,1,389,389,,
,3,390,390,,
,2,391,391,,
,5,392,392,,
,4,393,393,,
,0,394,394,,
,2,395,395,,
,2,396,396,,
,2,397,397,,
,2,398,398,,
,3,399,399,,
,5,400,400,,
,0,401,401,,
,7,402,402,,
,6,403,403,,
,7,404,404,,
,3,405,405,,
,2,406,406,,
,8,407,407,,
,10,408,408,,
,4,409,409,,
,4,410,410,,
,5,411,411,,
,1,412,412,,
,1,413,413,,
,2,414,414,,
,7,415,415,,
,3,416,416,,
,3,417,417,,
,2,418,418,,
,4,419,419,,
,3,420,420,,
,2,421,421,,
,5,422,422,,
,3,423,423,,
,4,424,424,,
,3,425,425,,
,7,426,426,,
,1,427,427,,
,2,428,428,,
,1,429,429,,
,1,430,430,,
,4,431,431,,
,4,432,432,,
,2,433,433,,
,3,434,434,,
,5,435,435,,
,1,436,436,,
,2,437,437,,
,4,438,438,,
,3,439,439,,
,1,440,440,,
,1,441,441,,
,1,442,442,,
,2,443,443,,
,3,444,444,,
,1,445,445,,
,2,446,446,,
,1,447,447,,
,0,448,448,,
,2,449,449,,
,2,450,450,,
,3,451,451,,
,0,452,452,,
,2,453,453,,
,2,454,454,,
,2,455,455,,
,1,456,456,,
,2,457,457,,
,1,458,458,,
,0,459,459,,
,2,460,460,,
,0,461,461,,
,3,462,462,,
,0,463,463,,
,0,464,464,,
,0,465,465,,
,0,466,466,,
,1,467,467,,
,3,468,468,,
,0,469,469,,
,1,470,470,,
,3,471,471,,
,1,472,472,,
,7,473,473,,
,4,474,474,,
,3,475,475,,
,2,476,476,,
,4,477,477,,
,2,478,478,,
,7,479,479,,
,1,480,480,,
,4,481,481,,
,4,482,482,,
,2,483,483,,
,4,484,484,,
,0,485,485,,
,1,486,486,,
,0,487,487,,
,2,488,488,,
,3,489,489,,
,2,490,490,,
,1,491,491,,
,3,492,492,,
,1,493,493,,
,5,494,494,,
,1,495,495,,
,2,496,496,,
,3,497,497,,
,1,498,498,,
,1,499,499,,
,0,500,500,,
,3,501,501,,
,1,502,502,,
,1,503,503,,
,2,504,504,,
,2,505,505,,
,2,506,506,,
,2,507,507,,
,4,508,508,,
,3,509,509,,
,4,510,510,,
,59,511,511,,
